,source_id,Kids
2140,264425,1.0
2141,274696,1.0
2142,279019,2.0
2144,252359,1.0
2148,260693,1.0
2150,259110,1.0
2152,264609,1.0
2153,288542,1.0
2154,266284,1.0
2156,187363,2.0
2158,27333,1.0
2160,252376,1.0
2163,294207,1.0
2164,259426,2.0
2166,272048,1.0
2168,267838,1.0
2171,256070,2.0
2173,265291,1.0
2174,280928,1.0
2175,289416,1.0
2177,261927,1.0
2178,288977,1.0
2180,261538,1.0
2181,6604,1.0
2183,268054,1.0
2186,288734,1.0
2187,68512,1.0
2188,69434,1.0
2189,268884,1.0
2192,282870,2.0
2193,289428,1.0
2197,261501,1.0
2198,263169,1.0
2200,269305,1.0
2201,268943,2.0
2202,287582,1.0
2203,255439,1.0
2205,270099,1.0
2207,278325,1.0
2208,289512,1.0
2210,255175,1.0
2213,287610,1.0
2221,273279,2.0
2223,262747,1.0
2228,273169,1.0
2229,277979,1.0
2231,270073,1.0
2232,61327,1.0
2233,266003,1.0
2235,282582,1.0
2237,272897,2.0
2238,271949,1.0
2239,58692,1.0
2240,279041,1.0
2241,282743,1.0
2243,260339,1.0
2244,269738,1.0
2245,280486,1.0
2246,280809,1.0
2247,267781,1.0
2248,288201,1.0
2253,291847,1.0
2254,62256,1.0
2258,291405,2.0
2260,268815,1.0
2263,273845,1.0
2265,251825,1.0
2272,271747,1.0
2278,267998,1.0
2279,354803,1.0
2280,55774,1.0
2281,284098,1.0
2283,261409,1.0
2284,50684,1.0
2287,278942,1.0
2288,60573,1.0
2289,282064,1.0
2290,278942,1.0
2293,280472,1.0
2295,291807,1.0
2299,54094,1.0
2300,55815,1.0
2302,67138,1.0
2303,270424,1.0
2304,55869,1.0
2306,65703,1.0
2308,298904,1.0
2309,255209,1.0
2311,292046,2.0
2312,45990,2.0
2313,257132,1.0
2316,268969,1.0
2319,270093,1.0
2321,269630,1.0
2322,250207,1.0
2326,48755,1.0
2328,69781,1.0
2330,270600,2.0
2331,186135,1.0
2332,297690,1.0
2335,276620,1.0
2336,262465,1.0
2340,275524,1.0
2343,62366,1.0
2344,264392,1.0
2347,186471,1.0
2349,57052,1.0
2350,250914,1.0
2351,68702,1.0
2353,53321,1.0
2355,265494,1.0
2356,259110,1.0
2357,268997,2.0
2361,262285,1.0
2363,255105,1.0
2364,260368,1.0
2365,277075,1.0
2366,268136,1.0
2367,61398,1.0
2368,54930,1.0
2369,269876,1.0
2370,284017,1.0
2371,59206,1.0
2374,257805,1.0
2375,267661,2.0
2377,253550,1.0
2379,287261,1.0
2384,268171,1.0
2388,268088,2.0
2389,255142,1.0
2391,291060,1.0
2392,280307,1.0
2394,280439,1.0
2396,188751,1.0
2397,289427,1.0
2400,68834,1.0
2404,276816,1.0
2407,291847,1.0
2412,288070,1.0
2415,69969,1.0
2417,265290,1.0
2418,272693,1.0
2419,268884,1.0
2421,274032,2.0
2423,265072,1.0
2425,66247,1.0
2430,251910,1.0
2432,45228,1.0
2435,253786,1.0
2437,265985,1.0
2438,293930,1.0
2442,47329,1.0
2443,261341,2.0
2444,277891,2.0
2446,271851,1.0
2449,269658,1.0
2451,268034,1.0
2452,269690,1.0
2454,276150,1.0
2456,55882,1.0
2457,280571,1.0
2458,290783,1.0
2459,275437,1.0
2462,268971,1.0
2463,264663,1.0
2466,258053,2.0
2467,282603,1.0
2472,255108,1.0
2473,251968,2.0
2474,253942,1.0
2475,249877,2.0
2476,249806,2.0
2477,270588,1.0
2478,276600,1.0
2479,274250,2.0
2481,38964,3.0
2482,286785,1.0
2483,250285,1.0
2484,256710,2.0
2486,268163,1.0
2488,276134,1.0
2489,69969,1.0
2490,72645,1.0
2492,257107,2.0
2493,266007,2.0
2494,266009,1.0
2495,269439,1.0
2496,292626,2.0
2497,292414,1.0
2498,253582,1.0
2499,45283,1.0
2501,271851,1.0
2503,295541,1.0
2504,70796,1.0
2505,270012,1.0
2506,285097,1.0
2507,274881,1.0
2508,277566,1.0
2512,270824,1.0
2513,50981,1.0
2516,270588,1.0
2522,278083,1.0
2523,270585,1.0
2526,296074,1.0
2527,289526,1.0
2530,282996,1.0
2531,296931,1.0
2533,266387,1.0
2534,261501,1.0
2536,276019,2.0
2539,293159,1.0
2541,68449,1.0
2542,276231,2.0
2545,277682,2.0
2549,68140,1.0
2550,252079,1.0
2552,268942,2.0
2554,291850,1.0
2555,286299,1.0
2556,293915,1.0
2557,291738,1.0
2560,288389,1.0
2561,260382,1.0
2562,264663,1.0
2563,273648,1.0
2567,55737,1.0
2569,63699,1.0
2570,47479,1.0
2572,292326,2.0
2573,259555,1.0
2574,64332,1.0
2575,275256,2.0
2581,279689,1.0
2582,40858,1.0
2583,287464,1.0
2585,256666,1.0
2586,260195,1.0
2587,49867,1.0
2589,269707,1.0
2590,270597,1.0
2594,64957,1.0
2595,250957,1.0
2597,290227,1.0
2598,45180,1.0
2599,262747,1.0
2600,278567,1.0
2601,249325,2.0
2602,269708,2.0
2604,274429,1.0
2605,292322,1.0
2607,269030,2.0
2608,61316,1.0
2610,267691,1.0
2611,265645,2.0
2614,251233,2.0
2615,295195,1.0
2616,289757,1.0
2619,262589,1.0
2620,268847,1.0
2621,276202,1.0
2622,255379,2.0
2623,256476,1.0
2626,248171,1.0
2629,265579,1.0
2630,268034,1.0
2631,274014,2.0
2632,266977,1.0
2636,49416,1.0
2639,53338,2.0
2640,62444,1.0
2642,281014,1.0
2643,257933,1.0
2646,50365,1.0
2647,47048,1.0
2649,271697,1.0
2653,285356,1.0
2655,274014,2.0
2656,282576,1.0
2658,266284,1.0
2659,43158,1.0
2660,274891,1.0
2662,288978,1.0
2665,291205,1.0
2667,271680,1.0
2669,265150,1.0
2671,268054,1.0
2674,290475,1.0
2675,53573,1.0
2676,265923,1.0
2677,54704,2.0
2678,270020,1.0
2679,294382,1.0
2681,284671,2.0
2682,272475,2.0
2685,267722,1.0
2686,277150,1.0
2688,261137,2.0
2690,255379,2.0
2691,286010,1.0
2692,283773,1.0
2693,252379,1.0
2694,275445,1.0
2695,267765,1.0
2696,70537,1.0
2698,261409,1.0
2699,268782,1.0
2700,56939,1.0
2701,291807,1.0
2702,291494,1.0
2703,55913,1.0
2704,291891,1.0
2705,55774,1.0
2706,283301,1.0
2709,190567,1.0
2716,285094,1.0
2717,61826,1.0
2718,67937,1.0
2719,266250,1.0
2720,288078,1.0
2723,250327,1.0
2724,287104,2.0
2726,256430,1.0
2727,265319,1.0
2728,279475,1.0
2730,292258,2.0
2731,290006,1.0
2734,296066,1.0
2736,56870,1.0
2738,274280,2.0
2739,277312,2.0
2741,268848,1.0
2742,354711,1.0
2743,285402,1.0
2744,268817,1.0
2745,288981,1.0
2746,44423,1.0
2747,270360,1.0
2750,252543,1.0
2753,271697,1.0
2754,272146,1.0
2756,250996,1.0
2758,262657,1.0
2759,265038,1.0
2760,285224,1.0
2761,269076,2.0
2763,268398,1.0
2765,354775,1.0
2767,275462,2.0
2768,40632,1.0
2769,271709,1.0
2770,279689,1.0
2771,270428,1.0
2773,255999,1.0
2775,276270,1.0
2776,268387,1.0
2777,294413,1.0
2779,278307,1.0
2780,267916,1.0
2782,51208,1.0
2784,290598,1.0
2786,269630,1.0
2787,272458,2.0
2790,278325,1.0
2792,265197,1.0
2796,63275,2.0
2797,264425,1.0
2800,265197,1.0
2801,273958,1.0
2802,280605,2.0
2805,277075,1.0
2808,48711,1.0
2809,290783,1.0
2810,42904,1.0
2811,67431,1.0
2813,62856,2.0
2814,268952,2.0
2815,267765,1.0
2817,61186,1.0
2819,272376,1.0
2823,263246,1.0
2824,257269,1.0
2825,49441,1.0
2826,267041,1.0
2828,287416,1.0
2829,290167,1.0
2830,275437,1.0
2831,269630,1.0
2834,249648,1.0
2836,252660,1.0
2837,273985,1.0
2840,44831,1.0
2842,49361,1.0
2847,260554,1.0
2848,48269,1.0
2850,281211,1.0
2851,281741,1.0
2854,265494,1.0
2855,271867,1.0
2857,252739,1.0
2858,267758,1.0
2859,286154,1.0
2860,290987,1.0
2861,63697,1.0
2862,266013,1.0
2863,279019,2.0
2866,354624,1.0
2867,284671,2.0
2869,51864,1.0
2870,55927,1.0
2872,291596,2.0
2873,249877,2.0
2874,264426,1.0
2876,354680,1.0
2879,286356,1.0
2883,273362,2.0
2890,250265,1.0
2892,189420,2.0
2893,55861,1.0
2894,278448,1.0
2895,294413,1.0
2896,269044,1.0
2898,293903,1.0
2903,269396,2.0
2904,277906,2.0
2905,279466,1.0
2907,266936,1.0
2913,263913,1.0
2914,280439,1.0
2918,261308,1.0
2924,292311,1.0
2926,273362,2.0
2928,273362,2.0
2929,272821,2.0
2931,278788,1.0
2932,286961,1.0
2937,269787,1.0
2940,265169,1.0
2941,268848,1.0
2942,270604,1.0
0,45187,1.0
1,44876,1.0
6,40773,1.0
8,35649,1.0
12,38788,1.0
17,40152,2.0
19,47622,2.0
24,49795,1.0
26,43231,1.0
28,46497,1.0
29,49441,1.0
30,47502,1.0
37,50981,1.0
47,51664,1.0
48,52679,2.0
49,51208,1.0
54,50375,1.0
56,54094,1.0
62,51158,1.0
65,43750,1.0
67,53828,2.0
68,56328,3.0
70,43158,1.0
71,40907,1.0
72,55774,1.0
74,51536,1.0
76,50004,2.0
77,43300,2.0
78,58305,1.0
80,48802,1.0
81,59179,1.0
83,51864,1.0
84,56375,1.0
87,56890,2.0
90,57851,1.0
91,53321,1.0
92,53322,1.0
95,50209,2.0
96,59911,1.0
97,56657,2.0
98,55882,1.0
99,187809,1.0
100,50365,1.0
103,42073,1.0
104,57114,1.0
105,61316,1.0
113,60019,2.0
115,58915,1.0
116,55692,1.0
119,57153,1.0
121,61327,1.0
122,58312,1.0
126,51409,1.0
128,55738,1.0
131,55384,2.0
135,59906,1.0
136,62255,1.0
139,39727,1.0
143,61398,1.0
144,49766,1.0
145,55053,2.0
146,61876,1.0
147,6604,1.0
151,62796,1.0
153,54681,1.0
157,39800,1.0
160,64920,1.0
161,58299,1.0
162,64331,1.0
164,64333,1.0
166,54832,1.0
168,58348,1.0
169,59206,1.0
174,55953,1.0
175,58692,1.0
176,58496,1.0
179,58074,1.0
180,57194,1.0
181,48913,1.0
183,60573,1.0
185,61854,2.0
186,63494,1.0
187,58015,1.0
190,39090,1.0
191,64329,2.0
203,68367,1.0
206,58280,1.0
208,68702,1.0
213,50857,1.0
214,68512,1.0
216,69254,1.0
217,67720,1.0
218,71143,1.0
220,61464,1.0
221,40666,1.0
223,66427,1.0
224,72132,1.0
226,71624,1.0
228,47166,2.0
232,72225,1.0
233,67911,1.0
234,44413,1.0
237,71910,1.0
238,72207,1.0
239,61826,1.0
240,67697,1.0
241,67696,1.0
244,58572,1.0
245,45074,1.0
248,69969,1.0
250,190101,2.0
252,62173,2.0
253,57517,1.0
255,69161,1.0
256,71007,1.0
257,51457,1.0
258,69781,1.0
259,53835,1.0
260,53834,1.0
264,45108,1.0
265,69609,1.0
267,48312,1.0
269,66247,1.0
1,289483,1.0
2,266671,1.0
3,266994,1.0
4,291955,1.0
5,272069,1.0
9,275376,2.0
11,290163,1.0
12,274410,1.0
13,268387,1.0
14,264035,1.0
15,292312,1.0
16,290880,1.0
18,294382,1.0
22,288600,1.0
24,280491,1.0
27,296623,1.0
29,284735,1.0
30,265281,1.0
32,286262,1.0
34,268884,1.0
35,277979,1.0
36,289554,2.0
38,289012,1.0
41,260587,1.0
42,293052,1.0
47,265500,1.0
48,292500,1.0
49,270197,1.0
51,281193,1.0
58,282996,1.0
60,274226,1.0
61,276424,1.0
66,285649,1.0
67,272121,1.0
70,272997,1.0
72,271689,1.0
73,291361,1.0
74,289757,1.0
75,253965,1.0
76,270824,1.0
78,276706,2.0
81,279993,2.0
84,269240,1.0
86,275608,1.0
87,287459,1.0
90,265680,1.0
91,265605,1.0
92,290632,1.0
93,266588,1.0
95,267842,1.0
98,290916,1.0
99,268188,2.0
101,295541,1.0
102,252648,1.0
106,300120,1.0
109,290879,1.0
112,283017,1.0
114,266713,1.0
115,262925,3.0
117,280281,2.0
118,290213,1.0
119,270121,1.0
121,289511,1.0
125,270012,1.0
126,261050,1.0
128,272346,1.0
132,259113,1.0
133,268014,1.0
138,284518,1.0
139,267661,2.0
143,262747,1.0
145,277360,2.0
146,286022,1.0
147,269487,1.0
148,289991,1.0
149,269137,1.0
152,282603,1.0
153,293156,1.0
155,265100,1.0
157,291807,1.0
158,264368,2.0
159,262657,1.0
160,274083,1.0
161,264701,1.0
162,276816,1.0
167,270308,1.0
170,271680,1.0
176,269699,1.0
178,271611,2.0
179,288478,1.0
180,270129,1.0
182,283349,1.0
187,278325,1.0
189,279475,1.0
190,275472,1.0
191,278366,2.0
193,296757,1.0
194,275555,1.0
196,276017,1.0
198,289414,1.0
200,278031,2.0
201,290717,2.0
203,289416,1.0
205,273177,2.0
207,291368,1.0
210,277704,1.0
217,291738,1.0
218,281751,1.0
219,292311,1.0
220,270390,2.0
221,266606,1.0
225,294413,1.0
230,264731,2.0
231,275683,1.0
232,274000,2.0
234,277707,1.0
236,273849,1.0
237,288308,1.0
239,283931,3.0
240,271648,2.0
242,292207,1.0
244,276202,1.0
246,257105,2.0
248,256666,1.0
249,258232,2.0
252,290223,2.0
256,290221,1.0
258,275437,1.0
259,278083,1.0
260,273925,2.0
261,278286,1.0
262,271851,1.0
263,266600,1.0
264,267056,1.0
268,273721,1.0
269,270255,1.0
270,288553,1.0
271,260228,1.0
273,293105,1.0
275,291948,1.0
276,292364,2.0
277,266997,2.0
279,273921,1.0
280,275999,1.0
281,291094,1.0
282,270093,1.0
286,263961,1.0
287,264746,1.0
288,280016,1.0
289,281844,1.0
290,284828,2.0
291,281843,2.0
292,281119,2.0
293,292103,1.0
294,276134,1.0
297,267631,2.0
298,287464,1.0
300,291968,1.0
303,274014,2.0
304,288536,1.0
305,272048,1.0
306,276929,1.0
308,285600,2.0
309,255864,1.0
316,288978,1.0
317,294495,2.0
318,266284,1.0
323,300037,1.0
324,260676,1.0
326,292258,2.0
327,267765,1.0
328,260607,1.0
329,292098,2.0
330,285296,1.0
331,259584,2.0
332,298979,1.0
333,268801,2.0
335,272622,1.0
336,274022,1.0
338,267916,1.0
339,266886,1.0
341,291328,1.0
343,256556,2.0
344,289485,1.0
353,269612,1.0
354,284934,1.0
355,265054,1.0
356,263221,1.0
358,282773,1.0
359,274535,1.0
361,287414,2.0
363,277663,1.0
364,278968,1.0
368,269044,1.0
371,267870,1.0
374,255379,2.0
375,267669,1.0
376,265985,1.0
377,269988,1.0
378,268302,1.0
380,258112,1.0
383,278794,1.0
385,266704,1.0
386,270222,2.0
389,294079,1.0
391,261332,1.0
392,267449,2.0
393,270347,1.0
394,284147,1.0
395,278042,1.0
396,284671,2.0
397,293903,1.0
398,274396,1.0
404,272133,1.0
405,269690,1.0
406,264505,1.0
408,289833,1.0
410,277364,1.0
411,278643,1.0
412,289427,1.0
414,283109,1.0
415,290475,1.0
417,270193,1.0
418,298904,1.0
420,276600,1.0
421,277043,2.0
422,266715,2.0
424,258403,1.0
425,280928,1.0
426,284467,1.0
429,294207,1.0
432,268799,2.0
433,272616,1.0
434,261501,1.0
435,262306,1.0
436,263966,1.0
437,292674,1.0
438,300602,1.0
439,271899,1.0
443,274424,1.0
444,292322,1.0
445,276985,1.0
446,276231,2.0
449,298394,1.0
451,266382,1.0
452,276089,1.0
453,277440,2.0
455,274381,1.0
457,294434,1.0
459,265072,1.0
460,258440,1.0
465,290424,1.0
467,279398,1.0
468,291876,1.0
470,269676,1.0
471,279320,1.0
476,263913,1.0
478,284875,1.0
479,270360,1.0
480,264716,1.0
486,274327,1.0
489,274979,1.0
492,288218,1.0
496,276532,3.0
498,270115,1.0
501,274460,2.0
502,263485,1.0
503,265645,2.0
504,269201,1.0
509,265197,1.0
510,290175,1.0
512,269388,1.0
513,280550,1.0
514,267753,1.0
515,250824,1.0
516,280816,1.0
517,256710,2.0
519,266218,1.0
525,278091,1.0
527,291135,1.0
529,287416,1.0
531,289205,1.0
537,276493,1.0
538,288309,1.0
542,296710,1.0
546,290665,1.0
547,248126,2.0
551,280439,1.0
552,265136,1.0
553,272363,1.0
555,266120,1.0
556,278003,1.0
557,290815,2.0
559,278734,1.0
560,269628,1.0
561,272693,1.0
563,290214,1.0
564,260368,1.0
566,292216,2.0
567,267112,1.0
569,271949,1.0
570,288962,1.0
571,282541,1.0
573,275318,1.0
574,300090,1.0
576,268171,1.0
579,274151,1.0
580,283657,1.0
584,278567,1.0
586,268972,1.0
587,273615,2.0
591,268044,2.0
592,273845,1.0
596,285878,1.0
599,278942,1.0
600,294956,1.0
603,289482,1.0
606,268350,1.0
608,268072,1.0
609,276147,1.0
612,269446,1.0
614,281433,1.0
616,264663,1.0
619,259110,1.0
621,270499,1.0
622,269578,1.0
623,268848,1.0
624,278936,1.0
626,292392,1.0
627,288588,2.0
628,262921,1.0
629,272162,1.0
631,282529,1.0
632,268138,1.0
635,277356,1.0
636,281950,1.0
637,289912,1.0
639,290800,1.0
640,284847,1.0
644,287740,2.0
646,287456,1.0
647,285208,1.0
648,285413,2.0
649,284145,2.0
655,262420,1.0
656,277458,1.0
658,291036,2.0
661,277734,1.0
662,290288,1.0
664,291618,2.0
665,278825,1.0
666,266014,1.0
668,265392,1.0
670,265038,1.0
671,278773,1.0
672,282871,2.0
673,259577,1.0
674,274372,2.0
676,282064,1.0
678,282300,1.0
680,282530,1.0
685,301027,1.0
687,281895,2.0
688,262118,1.0
690,281089,2.0
693,290598,1.0
696,298244,1.0
699,270695,1.0
701,283042,1.0
704,276150,1.0
705,277917,1.0
706,266848,2.0
708,266723,1.0
709,255450,2.0
712,277638,2.0
716,268088,2.0
720,257358,1.0
723,290131,1.0
724,274205,1.0
727,291743,2.0
730,262858,1.0
731,278609,1.0
732,270298,1.0
733,263775,1.0
735,268191,1.0
738,296901,2.0
741,250305,1.0
742,283368,1.0
743,289472,1.0
751,279549,2.0
753,270020,1.0
754,275413,1.0
755,293231,1.0
757,280777,1.0
760,264706,1.0
762,287949,1.0
767,273767,1.0
768,270483,1.0
769,274252,2.0
771,280649,1.0
772,268006,1.0
774,260888,1.0
777,268216,1.0
779,251233,2.0
780,266763,1.0
781,266053,1.0
783,264497,1.0
784,268096,1.0
787,274150,1.0
789,266838,1.0
791,266285,1.0
792,295813,1.0
795,283310,1.0
799,265153,2.0
801,267665,2.0
802,258371,1.0
804,265290,1.0
806,271697,1.0
807,284911,1.0
811,273489,1.0
820,291833,1.0
822,276073,1.0
824,280534,1.0
826,288130,2.0
828,280072,1.0
829,290022,1.0
832,288721,1.0
833,294885,1.0
835,275212,1.0
836,275225,1.0
837,276932,1.0
839,263101,2.0
841,281741,1.0
842,283307,2.0
844,266707,1.0
847,258950,1.0
848,290987,1.0
850,282955,1.0
851,274694,2.0
853,281651,1.0
854,278950,1.0
855,287513,1.0
857,291040,1.0
858,284290,2.0
862,270500,1.0
863,250226,1.0
865,278307,1.0
867,267624,1.0
868,297745,1.0
870,267938,2.0
871,283394,1.0
875,284014,2.0
876,280770,1.0
879,258432,1.0
885,258501,1.0
886,273958,1.0
888,279239,1.0
889,278548,1.0
890,262037,1.0
891,269006,1.0
892,261525,1.0
896,279443,2.0
897,264034,1.0
898,281567,2.0
899,301198,1.0
900,289734,1.0
903,274452,1.0
904,275367,1.0
906,290258,1.0
908,268034,1.0
909,280541,1.0
910,269798,2.0
912,277186,1.0
913,258228,1.0
915,276368,1.0
918,275599,1.0
919,290280,1.0
920,270424,1.0
921,259356,1.0
924,281117,1.0
925,274377,1.0
926,283627,1.0
927,291405,2.0
931,254200,1.0
936,289538,2.0
937,295232,2.0
945,298984,1.0
946,278444,2.0
947,283146,1.0
948,279629,1.0
950,268104,1.0
954,272639,1.0
956,291107,1.0
957,288997,1.0
960,253550,1.0
963,269803,1.0
964,257430,1.0
965,286421,1.0
966,265959,1.0
968,275997,1.0
969,250289,1.0
971,295144,1.0
972,264611,1.0
978,255312,1.0
979,281371,1.0
982,280687,1.0
984,294925,1.0
985,290196,1.0
986,290839,1.0
987,300021,3.0
991,268145,1.0
992,262345,1.0
993,263948,2.0
994,274666,1.0
998,269371,1.0
999,279284,1.0
1000,288123,1.0
1005,277891,2.0
1006,274032,2.0
1007,282582,1.0
1010,299815,1.0
1011,283301,1.0
1013,264018,1.0
1015,285081,2.0
1017,273046,1.0
1020,279082,1.0
1022,285015,1.0
1023,264008,1.0
1026,301231,1.0
1028,277626,1.0
1029,290554,1.0
1035,268434,2.0
1037,267504,1.0
1039,279397,1.0
1041,292401,2.0
1043,287723,1.0
1047,284677,1.0
1049,265117,1.0
1050,279754,1.0
1051,272411,1.0
1052,292197,2.0
1053,293794,1.0
1055,281228,1.0
1056,297665,1.0
1057,271592,1.0
1059,289712,2.0
1061,281043,2.0
1065,287582,1.0
1066,282708,1.0
1068,271644,1.0
1070,274441,1.0
1072,275759,1.0
1073,288148,1.0
1074,272929,1.0
1075,276758,1.0
1081,279520,1.0
1082,282099,2.0
1083,282378,2.0
1085,283677,1.0
1086,289226,1.0
1087,294026,1.0
1088,262087,1.0
1090,278556,1.0
1091,279089,1.0
1092,275524,1.0
1093,282236,2.0
1094,276142,1.0
1096,296720,1.0
1097,299999,1.0
1099,276614,3.0
1100,291841,1.0
1101,280633,1.0
1104,278191,1.0
1107,291556,1.0
1109,271622,1.0
1111,255126,1.0
1115,291850,1.0
1116,263212,2.0
1117,270688,1.0
1118,289463,1.0
1122,274641,2.0
1124,282209,1.0
1125,269452,1.0
1128,283518,1.0
1129,274280,2.0
1133,275671,2.0
1134,291258,1.0
1135,265095,2.0
1137,266199,1.0
1138,255142,1.0
1141,269439,1.0
1142,272950,1.0
1143,262465,1.0
1145,291003,1.0
1146,291847,1.0
1147,288612,1.0
1150,288398,1.0
1152,274991,1.0
1155,288458,2.0
1157,287923,2.0
1159,269364,1.0
1160,290273,1.0
1162,275598,1.0
1166,288734,1.0
1167,291205,1.0
1171,267953,1.0
1174,290052,1.0
1178,286324,1.0
1181,282065,1.0
1185,280147,2.0
1187,275900,2.0
1192,277710,1.0
1194,297690,1.0
1195,282853,1.0
1196,263405,3.0
